"icd_class","year","age","race","sex","cause","death_count","population_count"
"icd_09","1994","20-24","black","male","all_external",3513,1.32492e+006
"icd_09","1994","20-24","black","male","non_external",764,1.32492e+006
"icd_09","1994","20-24","other","female","all_cause",195,507994
"icd_09","1994","20-24","other","female","all_external",131,507994
"icd_09","1994","20-24","other","female","non_external",64,507994
"icd_09","1994","20-24","other","male","all_cause",544,530796
"icd_09","1994","20-24","other","male","all_external",452,530796
"icd_09","1994","20-24","other","male","non_external",92,530796
"icd_09","1994","20-24","white","female","all_cause",3251,7.27568e+006
"icd_09","1994","20-24","white","female","all_external",1971,7.27568e+006
"icd_09","1994","20-24","white","female","non_external",1280,7.27568e+006
"icd_09","1994","20-24","white","male","all_cause",10493,7.63259e+006
"icd_09","1994","20-24","white","male","all_external",8491,7.63259e+006
"icd_09","1994","20-24","white","male","non_external",2002,7.63259e+006
"icd_09","1994","25-34","black","female","all_cause",4843,2.92831e+006
"icd_09","1994","25-34","black","female","all_external",1317,2.92831e+006
"icd_09","1994","25-34","black","female","non_external",3526,2.92831e+006
"icd_09","1994","25-34","black","male","all_cause",11191,2.62547e+006
"icd_09","1994","25-34","black","male","all_external",5008,2.62547e+006
"icd_09","1994","25-34","black","male","non_external",6183,2.62547e+006
"icd_09","1994","25-34","other","female","all_cause",558,1.09368e+006
"icd_09","1994","25-34","other","female","all_external",234,1.09368e+006
"icd_09","1994","25-34","other","female","non_external",324,1.09368e+006
"icd_09","1994","25-34","other","male","all_cause",1241,1.04598e+006
"icd_09","1994","25-34","other","male","all_external",725,1.04598e+006
"icd_09","1994","25-34","other","male","non_external",516,1.04598e+006
"icd_09","1994","25-34","white","female","all_cause",10692,1.7058e+007
"icd_09","1994","25-34","white","female","all_external",4189,1.7058e+007
"icd_09","1994","25-34","white","female","non_external",6503,1.7058e+007
"icd_09","1994","25-34","white","male","all_cause",30748,1.75781e+007
"icd_09","1994","25-34","white","male","all_external",16040,1.75781e+007
"icd_09","1994","25-34","white","male","non_external",14708,1.75781e+007
"icd_09","1994","35-44","black","female","all_cause",8812,2.7082e+006
"icd_09","1994","35-44","black","female","all_external",1155,2.7082e+006
"icd_09","1994","35-44","black","female","non_external",7657,2.7082e+006
"icd_09","1994","35-44","black","male","all_cause",17198,2.35766e+006
"icd_09","1994","35-44","black","male","all_external",3920,2.35766e+006
"icd_09","1994","35-44","black","male","non_external",13278,2.35766e+006
"icd_09","1994","35-44","other","female","all_cause",874,1.00751e+006
"icd_09","1994","35-44","other","female","all_external",204,1.00751e+006
"icd_09","1994","35-44","other","female","non_external",670,1.00751e+006
"icd_09","1994","35-44","other","male","all_cause",1546,919188
"icd_09","1994","35-44","other","male","all_external",520,919188
"icd_09","1994","35-44","other","male","non_external",1026,919188
"icd_09","1994","35-44","white","female","all_cause",21073,1.73679e+007
"icd_09","1994","35-44","white","female","all_external",4547,1.73679e+007
"icd_09","1994","35-44","white","female","non_external",16526,1.73679e+007
"icd_09","1994","35-44","white","male","all_cause",50000,1.74585e+007
"icd_09","1994","35-44","white","male","all_external",15181,1.74585e+007
"icd_09","1994","35-44","white","male","non_external",34819,1.74585e+007
"icd_09","1994","45-54","black","female","all_cause",10584,1.69751e+006
"icd_09","1994","45-54","black","female","all_external",585,1.69751e+006
"icd_09","1994","45-54","black","female","non_external",9999,1.69751e+006
"icd_09","1994","45-54","black","male","all_cause",17687,1.42504e+006
"icd_09","1994","45-54","black","male","all_external",1879,1.42504e+006
"icd_09","1994","45-54","black","male","non_external",15808,1.42504e+006
"icd_09","1994","45-54","other","female","all_cause",1329,648868
"icd_09","1994","45-54","other","female","all_external",150,648868
"icd_09","1994","45-54","other","female","non_external",1179,648868
"icd_09","1994","45-54","other","male","all_cause",2070,583319
"icd_09","1994","45-54","other","male","all_external",302,583319
"icd_09","1994","45-54","other","male","non_external",1768,583319
"icd_09","1994","45-54","white","female","all_cause",38525,1.30497e+007
"icd_09","1994","45-54","white","female","all_external",3274,1.30497e+007
"icd_09","1994","45-54","white","female","non_external",35251,1.30497e+007
"icd_09","1994","45-54","white","male","all_cause",67702,1.27483e+007
"icd_09","1994","45-54","white","male","all_external",9266,1.27483e+007
"icd_09","1994","45-54","white","male","non_external",58436,1.27483e+007
"icd_09","1994","55-64","black","female","all_cause",15882,1.17889e+006
"icd_09","1994","55-64","black","female","all_external",359,1.17889e+006
"icd_09","1994","55-64","black","female","non_external",15523,1.17889e+006
"icd_09","1994","55-64","black","male","all_cause",22068,927870
"icd_09","1994","55-64","black","male","all_external",1056,927870
"icd_09","1994","55-64","black","male","non_external",21012,927870
"icd_09","1994","55-64","other","female","all_cause",2061,396298
"icd_09","1994","55-64","other","female","all_external",119,396298
"icd_09","1994","55-64","other","female","non_external",1942,396298
"icd_09","1994","55-64","other","male","all_cause",2792,337613
"icd_09","1994","55-64","other","male","all_external",207,337613
"icd_09","1994","55-64","other","male","non_external",2585,337613
"icd_09","1994","55-64","white","female","all_cause",74988,9.51344e+006
"icd_09","1994","55-64","white","female","all_external",2448,9.51344e+006
"icd_09","1994","55-64","white","female","non_external",72540,9.51344e+006
"icd_09","1994","55-64","white","male","all_cause",119328,8.80503e+006
"icd_09","1994","55-64","white","male","all_external",6165,8.80503e+006
"icd_09","1994","55-64","white","male","non_external",113163,8.80503e+006
"icd_09","1994","65-74","black","female","all_cause",26320,930883
"icd_09","1994","65-74","black","female","all_external",460,930883
"icd_09","1994","65-74","black","female","non_external",25860,930883
"icd_09","1994","65-74","black","male","all_cause",30935,653789
"icd_09","1994","65-74","black","male","all_external",834,653789
"icd_09","1994","65-74","black","male","non_external",30101,653789
"icd_09","1994","65-74","other","female","all_cause",3262,273570
"icd_09","1994","65-74","other","female","all_external",98,273570
"icd_09","1994","65-74","other","female","non_external",3164,273570
"icd_09","1994","65-74","other","male","all_cause",4400,209812
"icd_09","1994","65-74","other","male","all_external",151,209812
"icd_09","1994","65-74","other","male","non_external",4249,209812
"icd_09","1994","65-74","white","female","all_cause",177848,9.25445e+006
"icd_09","1994","65-74","white","female","all_external",3596,9.25445e+006
"icd_09","1994","65-74","white","female","non_external",174252,9.25445e+006
"icd_09","1994","65-74","white","male","all_cause",240904,7.46729e+006
"icd_09","1994","65-74","white","male","all_external",6765,7.46729e+006
"icd_09","1994","65-74","white","male","non_external",234139,7.46729e+006
"icd_09","1994","75-84","black","female","all_cause",30095,532046
"icd_09","1994","75-84","black","female","all_external",447,532046
"icd_09","1994","75-84","black","female","non_external",29648,532046
"icd_09","1994","75-84","black","male","all_cause",26011,292086
"icd_09","1994","75-84","black","male","all_external",620,292086
"icd_09","1994","75-84","black","male","non_external",25391,292086
"icd_09","1994","75-84","other","female","all_cause",3809,114487
"icd_09","1994","75-84","other","female","all_external",90,114487
"icd_09","1994","75-84","other","female","non_external",3719,114487
"icd_09","1994","75-84","other","male","all_cause",4299,86619
"icd_09","1994","75-84","other","male","all_external",145,86619
"icd_09","1994","75-84","other","male","non_external",4154,86619
"icd_09","1994","75-84","white","female","all_cause",293381,6.13756e+006
"icd_09","1994","75-84","white","female","all_external",5323,6.13756e+006
"icd_09","1994","75-84","white","female","non_external",288058,6.13756e+006
"icd_09","1994","75-84","white","male","all_cause",282619,3.81718e+006
"icd_09","1994","75-84","white","male","all_external",7153,3.81718e+006
"icd_09","1994","75-84","white","male","non_external",275466,3.81718e+006
"icd_09","1994","85+","black","female","all_cause",24778,192250
"icd_09","1994","85+","black","female","all_external",332,192250
"icd_09","1994","85+","black","female","non_external",24446,192250
"icd_09","1994","85+","black","male","all_cause",12424,75187
"icd_09","1994","85+","black","male","all_external",265,75187
"icd_09","1994","85+","black","male","non_external",12159,75187
"icd_09","1994","85+","other","female","all_cause",2831,30605
"icd_09","1994","85+","other","female","all_external",52,30605
"icd_09","1994","85+","other","female","non_external",2779,30605
"icd_09","1994","85+","other","male","all_cause",2574,20320
"icd_09","1994","85+","other","male","all_external",70,20320
"icd_09","1994","85+","other","male","non_external",2504,20320
"icd_09","1994","85+","white","female","all_cause",334979,2.35195e+006
"icd_09","1994","85+","white","female","all_external",5421,2.35195e+006
"icd_09","1994","85+","white","female","non_external",329558,2.35195e+006
"icd_09","1994","85+","white","male","all_cause",161104,890717
"icd_09","1994","85+","white","male","all_external",3927,890717
"icd_09","1994","85+","white","male","non_external",157177,890717
"icd_09","1995","1","black","female","all_cause",4116,297024
"icd_09","1995","1","black","female","all_external",188,297024
"icd_09","1995","1","black","female","non_external",3928,297024
"icd_09","1995","1","black","male","all_cause",5002,306115
"icd_09","1995","1","black","male","all_external",189,306115
"icd_09","1995","1","black","male","non_external",4813,306115
"icd_09","1995","1","other","female","all_cause",458,95752
"icd_09","1995","1","other","female","all_external",19,95752
"icd_09","1995","1","other","female","non_external",439,95752
"icd_09","1995","1","other","male","all_cause",517,101813
"icd_09","1995","1","other","male","all_external",18,101813
"icd_09","1995","1","other","male","non_external",499,101813
"icd_09","1995","1","white","female","all_cause",8387,1.51046e+006
"icd_09","1995","1","white","female","all_external",323,1.51046e+006
"icd_09","1995","1","white","female","non_external",8064,1.51046e+006
"icd_09","1995","1","white","male","all_cause",11103,1.58843e+006
"icd_09","1995","1","white","male","all_external",418,1.58843e+006
"icd_09","1995","1","white","male","non_external",10685,1.58843e+006
"icd_09","1995","1-4","black","female","all_cause",769,1.29351e+006
"icd_09","1995","1-4","black","female","all_external",297,1.29351e+006
"icd_09","1995","1-4","black","female","non_external",472,1.29351e+006
"icd_09","1995","1-4","black","male","all_cause",973,1.33037e+006
"icd_09","1995","1-4","black","male","all_external",428,1.33037e+006
"icd_09","1995","1-4","black","male","non_external",545,1.33037e+006
"icd_09","1995","1-4","other","female","all_cause",126,399589
"icd_09","1995","1-4","other","female","all_external",54,399589
"icd_09","1995","1-4","other","female","non_external",72,399589
"icd_09","1995","1-4","other","male","all_cause",159,417446
"icd_09","1995","1-4","other","male","all_external",82,417446
"icd_09","1995","1-4","other","male","non_external",77,417446
"icd_09","1995","1-4","white","female","all_cause",1889,6.0388e+006
"icd_09","1995","1-4","white","female","all_external",791,6.0388e+006
"icd_09","1995","1-4","white","female","non_external",1098,6.0388e+006
"icd_09","1995","1-4","white","male","all_cause",2477,6.3554e+006
"icd_09","1995","1-4","white","male","all_external",1125,6.3554e+006
"icd_09","1995","1-4","white","male","non_external",1352,6.3554e+006
"icd_09","1995","5-9","black","female","all_cause",380,1.5802e+006
"icd_09","1995","5-9","black","female","all_external",158,1.5802e+006
"icd_09","1995","5-9","black","female","non_external",222,1.5802e+006
"icd_09","1995","5-9","black","male","all_cause",535,1.62559e+006
"icd_09","1995","5-9","black","male","all_external",267,1.62559e+006
"icd_09","1995","5-9","black","male","non_external",268,1.62559e+006
"icd_09","1995","5-9","other","female","all_cause",76,464706
"icd_09","1995","5-9","other","female","all_external",37,464706
"icd_09","1995","5-9","other","female","non_external",39,464706
"icd_09","1995","5-9","other","male","all_cause",88,488247
"icd_09","1995","5-9","other","male","all_external",50,488247
"icd_09","1995","5-9","other","male","non_external",38,488247
"icd_09","1995","5-9","white","female","all_cause",1112,7.44012e+006
"icd_09","1995","5-9","white","female","all_external",478,7.44012e+006
"icd_09","1995","5-9","white","female","non_external",634,7.44012e+006
"icd_09","1995","5-9","white","male","all_cause",1589,7.83931e+006
"icd_09","1995","5-9","white","male","all_external",797,7.83931e+006
"icd_09","1995","5-9","white","male","non_external",792,7.83931e+006
"icd_09","1995","10-14","black","female","all_cause",391,1.45822e+006
"icd_09","1995","10-14","black","female","all_external",167,1.45822e+006
"icd_09","1995","10-14","black","female","non_external",224,1.45822e+006
"icd_09","1995","10-14","black","male","all_cause",668,1.49898e+006
"icd_09","1995","10-14","black","male","all_external",400,1.49898e+006
"icd_09","1995","10-14","black","male","non_external",268,1.49898e+006
"icd_09","1995","10-14","other","female","all_cause",83,489781
"icd_09","1995","10-14","other","female","all_external",44,489781
"icd_09","1995","10-14","other","female","non_external",39,489781
"icd_09","1995","10-14","other","male","all_cause",126,505789
"icd_09","1995","10-14","other","male","all_external",75,505789
"icd_09","1995","10-14","other","male","non_external",51,505789
"icd_09","1995","10-14","white","female","all_cause",1335,7.41821e+006
"icd_09","1995","10-14","white","female","all_external",646,7.41821e+006
"icd_09","1995","10-14","white","female","non_external",689,7.41821e+006
"icd_09","1995","10-14","white","male","all_cause",2213,7.83607e+006
"icd_09","1995","10-14","white","male","all_external",1370,7.83607e+006
"icd_09","1995","10-14","white","male","non_external",843,7.83607e+006
"icd_09","1995","15-19","black","female","all_cause",780,1.41554e+006
"icd_09","1995","15-19","black","female","all_external",453,1.41554e+006
"icd_09","1995","15-19","black","female","non_external",327,1.41554e+006
"icd_09","1995","15-19","black","male","all_cause",2895,1.44657e+006
"icd_09","1995","15-19","black","male","all_external",2454,1.44657e+006
"icd_09","1995","15-19","black","male","non_external",441,1.44657e+006
"icd_09","1995","15-19","other","female","all_cause",157,451270
"icd_09","1995","15-19","other","female","all_external",113,451270
"icd_09","1995","15-19","other","female","non_external",44,451270
"icd_09","1995","15-19","other","male","all_cause",400,472031
"icd_09","1995","15-19","other","male","all_external",336,472031
"icd_09","1995","15-19","other","male","non_external",64,472031
"icd_09","1995","15-19","white","female","all_cause",3084,7.06232e+006
"icd_09","1995","15-19","white","female","all_external",2228,7.06232e+006
"icd_09","1995","15-19","white","female","non_external",856,7.06232e+006
"icd_09","1995","15-19","white","male","all_cause",7773,7.52627e+006
"icd_09","1995","15-19","white","male","all_external",6376,7.52627e+006
"icd_09","1995","15-19","white","male","non_external",1397,7.52627e+006
"icd_09","1995","20-24","black","female","all_cause",1140,1.37196e+006
"icd_09","1995","20-24","black","female","all_external",462,1.37196e+006
"icd_09","1995","20-24","black","female","non_external",678,1.37196e+006
"icd_09","1995","20-24","black","male","all_cause",3908,1.31203e+006
"icd_09","1995","20-24","black","male","all_external",3080,1.31203e+006
"icd_09","1995","20-24","black","male","non_external",828,1.31203e+006
"icd_09","1995","20-24","other","female","all_cause",204,517944
"icd_09","1995","20-24","other","female","all_external",147,517944
"icd_09","1995","20-24","other","female","non_external",57,517944
"icd_09","1995","20-24","other","male","all_cause",575,538206
"icd_09","1995","20-24","other","male","all_external",467,538206
"icd_09","1995","20-24","other","male","non_external",108,538206
"icd_09","1995","20-24","white","female","all_cause",3102,7.09603e+006
"icd_09","1995","20-24","white","female","all_external",1894,7.09603e+006
"icd_09","1995","20-24","white","female","non_external",1208,7.09603e+006
"icd_09","1995","20-24","white","male","all_cause",10226,7.46404e+006
"icd_09","1995","20-24","white","male","all_external",8264,7.46404e+006
"icd_09","1995","20-24","white","male","non_external",1962,7.46404e+006
"icd_09","1995","25-34","black","female","all_cause",4757,2.92237e+006
"icd_09","1995","25-34","black","female","all_external",1228,2.92237e+006
"icd_09","1995","25-34","black","female","non_external",3529,2.92237e+006
"icd_09","1995","25-34","black","male","all_cause",10683,2.62198e+006
"icd_09","1995","25-34","black","male","all_external",4650,2.62198e+006
"icd_09","1995","25-34","black","male","non_external",6033,2.62198e+006
"icd_09","1995","25-34","other","female","all_cause",542,1.1334e+006
"icd_09","1995","25-34","other","female","all_external",240,1.1334e+006
"icd_09","1995","25-34","other","female","non_external",302,1.1334e+006
"icd_09","1995","25-34","other","male","all_cause",1191,1.07869e+006
"icd_09","1995","25-34","other","male","all_external",728,1.07869e+006
"icd_09","1995","25-34","other","male","non_external",463,1.07869e+006
"icd_09","1995","25-34","white","female","all_cause",10620,1.68751e+007
"icd_09","1995","25-34","white","female","all_external",4234,1.68751e+007
"icd_09","1995","25-34","white","female","non_external",6386,1.68751e+007
"icd_09","1995","25-34","white","male","all_cause",29952,1.74206e+007
"icd_09","1995","25-34","white","male","all_external",15589,1.74206e+007
"icd_09","1995","25-34","white","male","non_external",14363,1.74206e+007
"icd_09","1995","35-44","black","female","all_cause",9051,2.78567e+006
"icd_09","1995","35-44","black","female","all_external",1187,2.78567e+006
"icd_09","1995","35-44","black","female","non_external",7864,2.78567e+006
"icd_09","1995","35-44","black","male","all_cause",17425,2.43084e+006
"icd_09","1995","35-44","black","male","all_external",3770,2.43084e+006
"icd_09","1995","35-44","black","male","non_external",13655,2.43084e+006
"icd_09","1995","35-44","other","female","all_cause",898,1.05012e+006
"icd_09","1995","35-44","other","female","all_external",212,1.05012e+006
"icd_09","1995","35-44","other","female","non_external",686,1.05012e+006
"icd_09","1995","35-44","other","male","all_cause",1657,960478
"icd_09","1995","35-44","other","male","all_external",522,960478
"icd_09","1995","35-44","other","male","non_external",1135,960478
"icd_09","1995","35-44","white","female","all_cause",22190,1.7686e+007
"icd_09","1995","35-44","white","female","all_external",4724,1.7686e+007
"icd_09","1995","35-44","white","female","non_external",17466,1.7686e+007
"icd_09","1995","35-44","white","male","all_cause",51049,1.77976e+007
"icd_09","1995","35-44","white","male","all_external",15526,1.77976e+007
"icd_09","1995","35-44","white","male","non_external",35523,1.77976e+007
"icd_09","1995","45-54","black","female","all_cause",10955,1.78973e+006
"icd_09","1995","45-54","black","female","all_external",558,1.78973e+006
"icd_09","1995","45-54","black","female","non_external",10397,1.78973e+006
"icd_09","1995","45-54","black","male","all_cause",18664,1.5065e+006
"icd_09","1995","45-54","black","male","all_external",2022,1.5065e+006
"icd_09","1995","45-54","black","male","non_external",16642,1.5065e+006
"icd_09","1995","45-54","other","female","all_cause",1499,702346
"icd_09","1995","45-54","other","female","all_external",166,702346
"icd_09","1995","45-54","other","female","non_external",1333,702346
"icd_09","1995","45-54","other","male","all_cause",2098,627331
"icd_09","1995","45-54","other","male","all_external",308,627331
"icd_09","1995","45-54","other","male","non_external",1790,627331
"icd_09","1995","45-54","white","female","all_cause",39624,1.35746e+007
"icd_09","1995","45-54","white","female","all_external",3368,1.35746e+007
"icd_09","1995","45-54","white","female","non_external",36256,1.35746e+007
"icd_09","1995","45-54","white","male","all_cause",70160,1.32798e+007
"icd_09","1995","45-54","white","male","all_external",9765,1.32798e+007
"icd_09","1995","45-54","white","male","non_external",60395,1.32798e+007
"icd_09","1995","55-64","black","female","all_cause",16223,1.19792e+006
"icd_09","1995","55-64","black","female","all_external",389,1.19792e+006
"icd_09","1995","55-64","black","female","non_external",15834,1.19792e+006
"icd_09","1995","55-64","black","male","all_cause",22545,946487
"icd_09","1995","55-64","black","male","all_external",1082,946487
"icd_09","1995","55-64","black","male","non_external",21463,946487
"icd_09","1995","55-64","other","female","all_cause",2203,415273
"icd_09","1995","55-64","other","female","all_external",97,415273
"icd_09","1995","55-64","other","female","non_external",2106,415273
"icd_09","1995","55-64","other","male","all_cause",2925,357822
"icd_09","1995","55-64","other","male","all_external",221,357822
"icd_09","1995","55-64","other","male","non_external",2704,357822
"icd_09","1995","55-64","white","female","all_cause",74796,9.54815e+006
"icd_09","1995","55-64","white","female","all_external",2539,9.54815e+006
"icd_09","1995","55-64","white","female","non_external",72257,9.54815e+006
"icd_09","1995","55-64","white","male","all_cause",116820,8.85436e+006
"icd_09","1995","55-64","white","male","all_external",6323,8.85436e+006
"icd_09","1995","55-64","white","male","non_external",110497,8.85436e+006
"icd_09","1995","65-74","black","female","all_cause",26638,938798
"icd_09","1995","65-74","black","female","all_external",456,938798
"icd_09","1995","65-74","black","female","non_external",26182,938798
"icd_09","1995","65-74","black","male","all_cause",31067,659910
"icd_09","1995","65-74","black","male","all_external",875,659910
"icd_09","1995","65-74","black","male","non_external",30192,659910
"icd_09","1995","65-74","other","female","all_cause",3404,288804
"icd_09","1995","65-74","other","female","all_external",103,288804
"icd_09","1995","65-74","other","female","non_external",3301,288804
"icd_09","1995","65-74","other","male","all_cause",4457,220222
"icd_09","1995","65-74","other","male","all_external",167,220222
"icd_09","1995","65-74","other","male","non_external",4290,220222
"icd_09","1995","65-74","white","female","all_cause",176847,9.24333e+006
"icd_09","1995","65-74","white","female","all_external",3677,9.24333e+006
"icd_09","1995","65-74","white","female","non_external",173170,9.24333e+006
"icd_09","1995","65-74","white","male","all_cause",238477,7.51503e+006
"icd_09","1995","65-74","white","male","all_external",6795,7.51503e+006
"icd_09","1995","65-74","white","male","non_external",231682,7.51503e+006
"icd_09","1995","75-84","black","female","all_cause",30742,542005
"icd_09","1995","75-84","black","female","all_external",463,542005
"icd_09","1995","75-84","black","female","non_external",30279,542005
"icd_09","1995","75-84","black","male","all_cause",26491,298927
"icd_09","1995","75-84","black","male","all_external",601,298927
"icd_09","1995","75-84","black","male","non_external",25890,298927
"icd_09","1995","75-84","other","female","all_cause",4033,123576
"icd_09","1995","75-84","other","female","all_external",92,123576
"icd_09","1995","75-84","other","female","non_external",3941,123576
"icd_09","1995","75-84","other","male","all_cause",4507,92231
"icd_09","1995","75-84","other","male","all_external",113,92231
"icd_09","1995","75-84","other","male","non_external",4394,92231
"icd_09","1995","75-84","white","female","all_cause",297994,6.24034e+006
"icd_09","1995","75-84","white","female","all_external",5342,6.24034e+006
"icd_09","1995","75-84","white","female","non_external",292652,6.24034e+006
"icd_09","1995","75-84","white","male","all_cause",288410,3.92541e+006
"icd_09","1995","75-84","white","male","all_external",7096,3.92541e+006
"icd_09","1995","75-84","white","male","non_external",281314,3.92541e+006
"icd_09","1995","85+","black","female","all_cause",26252,200806
"icd_09","1995","85+","black","female","all_external",360,200806
"icd_09","1995","85+","black","female","non_external",25892,200806
"icd_09","1995","85+","black","male","all_cause",13250,77868
"icd_09","1995","85+","black","male","all_external",275,77868
"icd_09","1995","85+","black","male","non_external",12975,77868
"icd_09","1995","85+","other","female","all_cause",3100,33114
"icd_09","1995","85+","other","female","all_external",50,33114
"icd_09","1995","85+","other","female","non_external",3050,33114
"icd_09","1995","85+","other","male","all_cause",2801,21807
"icd_09","1995","85+","other","male","all_external",72,21807
"icd_09","1995","85+","other","male","non_external",2729,21807
"icd_09","1995","85+","white","female","all_cause",349084,2.42322e+006
"icd_09","1995","85+","white","female","all_external",5819,2.42322e+006
"icd_09","1995","85+","white","female","non_external",343265,2.42322e+006
"icd_09","1995","85+","white","male","all_cause",166772,923911
"icd_09","1995","85+","white","male","all_external",4117,923911
"icd_09","1995","85+","white","male","non_external",162655,923911
"icd_09","1996","1","black","female","all_cause",3893,293307
"icd_09","1996","1","black","female","all_external",168,293307
"icd_09","1996","1","black","female","non_external",3725,293307
"icd_09","1996","1","black","male","all_cause",4837,301474
"icd_09","1996","1","black","male","all_external",195,301474
"icd_09","1996","1","black","male","non_external",4642,301474
"icd_09","1996","1","other","female","all_cause",429,99073
"icd_09","1996","1","other","female","all_external",19,99073
"icd_09","1996","1","other","female","non_external",410,99073
"icd_09","1996","1","other","male","all_cause",567,104583
"icd_09","1996","1","other","male","all_external",27,104583
"icd_09","1996","1","other","male","non_external",540,104583
"icd_09","1996","1","white","female","all_cause",8200,1.50863e+006
"icd_09","1996","1","white","female","all_external",362,1.50863e+006
"icd_09","1996","1","white","female","non_external",7838,1.50863e+006
"icd_09","1996","1","white","male","all_cause",10561,1.58442e+006
"icd_09","1996","1","white","male","all_external",423,1.58442e+006
"icd_09","1996","1","white","male","non_external",10138,1.58442e+006
"icd_09","1996","1-4","black","female","all_cause",754,1.27891e+006
"icd_09","1996","1-4","black","female","all_external",320,1.27891e+006
"icd_09","1996","1-4","black","female","non_external",434,1.27891e+006
"icd_09","1996","1-4","black","male","all_cause",869,1.31552e+006
"icd_09","1996","1-4","black","male","all_external",405,1.31552e+006
"icd_09","1996","1-4","black","male","non_external",464,1.31552e+006
"icd_09","1996","1-4","other","female","all_cause",139,405496
"icd_09","1996","1-4","other","female","all_external",60,405496
"icd_09","1996","1-4","other","female","non_external",79,405496
"icd_09","1996","1-4","other","male","all_cause",145,421654
"icd_09","1996","1-4","other","male","all_external",65,421654
"icd_09","1996","1-4","other","male","non_external",80,421654
"icd_09","1996","1-4","white","female","all_cause",1706,5.96349e+006
"icd_09","1996","1-4","white","female","all_external",711,5.96349e+006
"icd_09","1996","1-4","white","female","non_external",995,5.96349e+006
"icd_09","1996","1-4","white","male","all_cause",2335,6.2782e+006
"icd_09","1996","1-4","white","male","all_external",1060,6.2782e+006
"icd_09","1996","1-4","white","male","non_external",1275,6.2782e+006
"icd_09","1996","5-9","black","female","all_cause",392,1.63749e+006
"icd_09","1996","5-9","black","female","all_external",184,1.63749e+006
"icd_09","1996","5-9","black","female","non_external",208,1.63749e+006
"icd_09","1996","5-9","black","male","all_cause",542,1.68519e+006
"icd_09","1996","5-9","black","male","all_external",286,1.68519e+006
"icd_09","1996","5-9","black","male","non_external",256,1.68519e+006
"icd_09","1996","5-9","other","female","all_cause",61,486253
"icd_09","1996","5-9","other","female","all_external",28,486253
"icd_09","1996","5-9","other","female","non_external",33,486253
"icd_09","1996","5-9","other","male","all_cause",92,511235
"icd_09","1996","5-9","other","male","all_external",53,511235
"icd_09","1996","5-9","other","male","non_external",39,511235
"icd_09","1996","5-9","white","female","all_cause",1127,7.56823e+006
"icd_09","1996","5-9","white","female","all_external",505,7.56823e+006
"icd_09","1996","5-9","white","female","non_external",622,7.56823e+006
"icd_09","1996","5-9","white","male","all_cause",1566,7.97213e+006
"icd_09","1996","5-9","white","male","all_external",738,7.97213e+006
"icd_09","1996","5-9","white","male","non_external",828,7.97213e+006
"icd_09","1996","10-14","black","female","all_cause",372,1.48206e+006
"icd_09","1996","10-14","black","female","all_external",145,1.48206e+006
"icd_09","1996","10-14","black","female","non_external",227,1.48206e+006
"icd_09","1996","10-14","black","male","all_cause",618,1.52516e+006
"icd_09","1996","10-14","black","male","all_external",354,1.52516e+006
"icd_09","1996","10-14","black","male","non_external",264,1.52516e+006
"icd_09","1996","10-14","other","female","all_cause",78,502472
"icd_09","1996","10-14","other","female","all_external",41,502472
"icd_09","1996","10-14","other","female","non_external",37,502472
"icd_09","1996","10-14","other","male","all_cause",130,520059
"icd_09","1996","10-14","other","male","all_external",89,520059
"icd_09","1996","10-14","other","male","non_external",41,520059
"icd_09","1996","10-14","white","female","all_cause",1297,7.4921e+006
"icd_09","1996","10-14","white","female","all_external",638,7.4921e+006
"icd_09","1996","10-14","white","female","non_external",659,7.4921e+006
"icd_09","1996","10-14","white","male","all_cause",2055,7.91327e+006
"icd_09","1996","10-14","white","male","all_external",1236,7.91327e+006
"icd_09","1996","10-14","white","male","non_external",819,7.91327e+006
"icd_09","1996","15-19","black","female","all_cause",762,1.45708e+006
"icd_09","1996","15-19","black","female","all_external",438,1.45708e+006
"icd_09","1996","15-19","black","female","non_external",324,1.45708e+006
"icd_09","1996","15-19","black","male","all_cause",2728,1.4889e+006
"icd_09","1996","15-19","black","male","all_external",2323,1.4889e+006
"icd_09","1996","15-19","black","male","non_external",405,1.4889e+006
"icd_09","1996","15-19","other","female","all_cause",155,478083
"icd_09","1996","15-19","other","female","all_external",111,478083
"icd_09","1996","15-19","other","female","non_external",44,478083
"icd_09","1996","15-19","other","male","all_cause",399,499578
"icd_09","1996","15-19","other","male","all_external",347,499578
"icd_09","1996","15-19","other","male","non_external",52,499578
"icd_09","1996","15-19","white","female","all_cause",3064,7.25806e+006
"icd_09","1996","15-19","white","female","all_external",2211,7.25806e+006
"icd_09","1996","15-19","white","female","non_external",853,7.25806e+006
"icd_09","1996","15-19","white","male","all_cause",7555,7.73846e+006
"icd_09","1996","15-19","white","male","all_external",6233,7.73846e+006
"icd_09","1996","15-19","white","male","non_external",1322,7.73846e+006
"icd_09","1996","20-24","black","female","all_cause",1068,1.3463e+006
"icd_09","1996","20-24","black","female","all_external",486,1.3463e+006
"icd_09","1996","20-24","black","female","non_external",582,1.3463e+006
"icd_09","1996","20-24","black","male","all_cause",3694,1.28579e+006
"icd_09","1996","20-24","black","male","all_external",3015,1.28579e+006
"icd_09","1996","20-24","black","male","non_external",679,1.28579e+006
"icd_09","1996","20-24","other","female","all_cause",191,523861
"icd_09","1996","20-24","other","female","all_external",112,523861
"icd_09","1996","20-24","other","female","non_external",79,523861
